1,110001,Gol Dak Khana GPO - 110001 (Central Delhi)
2,110001,Baroda House - 110001 (Central Delhi)
3,110001,Bengali Market - 110001 (Central Delhi)
4,110001,Bhagat Singh Market - 110001 (Central Delhi)
5,110001,Connaught Place - 110001 (Central Delhi)
6,110001,Constitution House - 110001 (Central Delhi)
7,110001,Election Commission - 110001 (Central Delhi)
8,110001,Janpath - 110001 (Central Delhi)
9,110001,Krishi Bhawan - 110001 (Central Delhi)
10,110001,Lady Harding Medical College - 110001 (Central Delhi)
11,110001,North Avenue - 110001 (Central Delhi)
12,110001,Parliament House - 110001 (Central Delhi)
13,110001,Patiala House - 110001 (Central Delhi)
14,110001,Pragati Maidan Camp - 110001 (Central Delhi)
15,110001,Pragati Maidan - 110001 (Central Delhi)
16,110001,Rail Bhawan - 110001 (Central Delhi)
17,110001,Sansad Marg - 110001 (Central Delhi)
18,110001,Sansadiya Soudh - 110001 (Central Delhi)
19,110001,Secretariat North - 110001 (Central Delhi)
20,110001,Shastri Bhawan - 110001 (Central Delhi)
21,110001,Supreme Court - 110001 (Central Delhi)
22,110002,A.G.C.R. - 110002 (Central Delhi)
23,110002,Ajmeri Gate Extn. - 110002 (Central Delhi)
24,110002,Darya Ganj - 110002 (Central Delhi)
25,110002,Gandhi Smarak Nidhi - 110002 (Central Delhi)
26,110002,I.P.Estate - 110002 (Central Delhi)
27,110002,Indraprastha - 110002 (Central Delhi)
28,110002,Minto Road - 110002 (Central Delhi)
29,110003,Delhi High Court - 110003 (Central Delhi)
30,110003,Pandara Road - 110003 (Central Delhi)
31,110004,Rashtrapati Bhawan - 110004 (Central Delhi)
32,110005,Anand Parbat Indl. Area - 110005 (Central Delhi)
33,110005,Anand Parbat - 110005 (Central Delhi)
34,110005,Bank Street (Karol Bagh) - 110005 (Central Delhi)
35,110005,Desh Bandhu Gupta Road - 110005 (Central Delhi)
36,110005,Guru Gobind Singh Marg - 110005 (Central Delhi)
37,110005,Karol Bagh - 110005 (Central Delhi)
38,110005,Master Prithvi Nath Marg - 110005 (Central Delhi)
39,110005,Sat Nagar - 110005 (Central Delhi)
40,110006,Hauz Qazi - 110006 (Central Delhi)
41,110006,Jama Masjid - 110006 (Central Delhi)
42,110008,Dada Ghosh Bhawan - 110008 (Central Delhi)
43,110008,Patel Nagar East - 110008 (Central Delhi)
44,110008,Patel Nagar - 110008 (Central Delhi)
45,110008,Patel Nagar South - 110008 (Central Delhi)
46,110008,Patel Nagar West - 110008 (Central Delhi)
47,110011,Nirman Bhawan - 110011 (Central Delhi)
48,110011,South Avenue - 110011 (Central Delhi)
49,110011,Udyog Bhawan - 110011 (Central Delhi)
50,110012,I.A.R.I. - 110012 (Central Delhi)
51,110012,Inderpuri - 110012 (Central Delhi)
52,110012,National Physical Laboratory - 110012 (Central Delhi)
53,110055,A.K.Market - 110055 (Central Delhi)
54,110055,Multani Dhanda - 110055 (Central Delhi)
55,110055,Pahar Ganj - 110055 (Central Delhi)
56,110055,Swami Ram Tirth Nagar - 110055 (Central Delhi)
57,110060,Rajender Nagar - 110060 (Central Delhi)
58,110069,Union Public Service Commission - 110069 (Central Delhi)
59,,"--Area: East Delhi-- (heading only, not a selection)"
60,110031,Gandhi Nagar Bazar - 110031 (East Delhi)
61,110031,Gandhi Nagar - 110031 (East Delhi)
62,110031,Geeta Colony - 110031 (East Delhi)
63,110031,Kailash Nagar - 110031 (East Delhi)
64,110031,Raghubar Pura - 110031 (East Delhi)
65,110031,Rajgarh Colony - 110031 (East Delhi)
66,110031,Shastri Nagar - 110031 (East Delhi)
67,110032,Balbir Nagar - 110032 (East Delhi)
68,110032,Bhola Nath Nagar - 110032 (East Delhi)
69,110032,Karkardooma - 110032 (East Delhi)
70,110032,Bihari Colony - 110032 (East Delhi)
71,110032,Loni Road - 110032 (East Delhi)
72,110032,Man Sarovar Park - 110032 (East Delhi)
73,110032,Rohtash Nagar - 110032 (East Delhi)
74,110032,Shahdara Mandi - 110032 (East Delhi)
75,110032,Shahdara - 110032 (East Delhi)
76,110032,Shivaji Park - 110032 (East Delhi)
77,110032,Telewara - 110032 (East Delhi)
78,110032,Vishwas Nagar - 110032 (East Delhi)
79,110051,Azad Nagar - 110051 (East Delhi)
80,110051,Govind Pura - 110051 (East Delhi)
81,110051,Krishna Nagar - 110051 (East Delhi)
82,110051,Ram Nagar - 110051 (East Delhi)
83,110053,Brahampuri - 110053 (East Delhi)
84,110053,Ghonda - 110053 (East Delhi)
85,110053,Jafrabad - 110053 (East Delhi)
86,110053,Jagjit Nagar - 110053 (East Delhi)
87,110053,Maujpur - 110053 (East Delhi)
88,110053,New Usmanpur - 110053 (East Delhi)
89,110053,Seelampur - 110053 (East Delhi)
90,110053,Yamuna Vihar - 110053 (East Delhi)
91,110091,Chilla - 110091 (East Delhi)
92,110091,Himmatpuri - 110091 (East Delhi)
93,110091,Kalyanpuri - 110091 (East Delhi)
94,110091,Kalyanvas - 110091 (East Delhi)
95,110091,Mayur Vihar Ph-I - 110091 (East Delhi)
96,110091,Patparganj - 110091 (East Delhi)
97,110091,Trilok Puri - 110091 (East Delhi)
98,110092,Anand Vihar - 110092 (East Delhi)
99,110092,IP Extension - 110092 (East Delhi)
100,110092,Laxmi Nagar - 110092 (East Delhi)
101,110092,Mandawali Fazalpur - 110092 (East Delhi)
102,110092,Nirman Vihar - 110092 (East Delhi)
103,110092,Shakarpur - 110092 (East Delhi)
104,110092,Surajmal Vihar - 110092 (East Delhi)
105,110092,Yozna Vihar - 110092 (East Delhi)
106,110093,Harsh Vihar - 110093 (East Delhi)
107,110093,Loni Road Housing Complex - 110093 (East Delhi)
108,110093,"Nand Nagri ""A"" - 110093 (East Delhi)"
109,110093,"Nand Nagri ""C"" - 110093 (East Delhi)"
110,110094,Gokal Puri - 110094 (East Delhi)
111,110094,Johripur - 110094 (East Delhi)
112,110094,Karawal Nagar - 110094 (East Delhi)
113,110094,Khazuri Khas - 110094 (East Delhi)
114,110094,Sonia Vihar - 110094 (East Delhi)
115,110095,Dilshad Garden - 110095 (East Delhi)
116,110095,G.T.B. Hospital - 110095 (East Delhi)
117,110095,Jhilmil - 110095 (East Delhi)
118,110095,Jhilmil Tahirpur - 110095 (East Delhi)
119,110095,New Seemapuri - 110095 (East Delhi)
120,110095,Old Seemapuri - 110095 (East Delhi)
121,110095,V.K. Nagar - 110095 (East Delhi)
122,110095,Vivek Vihar - 110095 (East Delhi)
123,110096,Ghazipur - 110096 (East Delhi)
124,110096,Mayur Vihar Ph-III - 110096 (East Delhi)
125,110096,Vasundhra Enclave - 110096 (East Delhi)
126,,"--Area: North Delhi-- (heading only, not a selection)"
127,110006,Baratooti - 110006 (North Delhi)
128,110006,Chandni Chowk - 110006 (North Delhi)
129,110006,Chawri Bazar - 110006 (North Delhi)
130,110006,Dareeba - 110006 (North Delhi)
131,110006,Delhi G.P.O. - 110006 (North Delhi)
132,110006,Delhi Sadar Bazar - 110006 (North Delhi)
133,110006,S.T. Road - 110006 (North Delhi)
134,110007,C.C.I. - 110007 (North Delhi)
135,110007,Delhi University - 110007 (North Delhi)
136,110007,Gulabi Bagh - 110007 (North Delhi)
137,110007,Jawahar Nagar - 110007 (North Delhi)
138,110007,Kamla Nagar - 110007 (North Delhi)
139,110007,Malka Ganj - 110007 (North Delhi)
140,110007,Padam Nagar - 110007 (North Delhi)
141,110007,R.C.A.O. - 110007 (North Delhi)
142,110007,Rana Pratap Bagh - 110007 (North Delhi)
143,110007,Roop Nagar - 110007 (North Delhi)
144,110007,Roshan Ara Road - 110007 (North Delhi)
145,110007,Shakti Nagar S.O - 110007 (North Delhi)
146,110054,Civil Lines S.O - 110054 (North Delhi)
147,110054,District Courts S.O - 110054 (North Delhi)
148,110054,Patrachar Vidyalay - 110054 (North Delhi)
149,110054,Timarpur - 110054 (North Delhi)
150,110084,Burari - 110084 (North Delhi)
151,110084,Jagatpur - 110084 (North Delhi)
152,110084,Jharoda Majraa - 110084 (North Delhi)
153,110085,Avantika - 110085 (North Delhi)
154,,"--Area: North East Delhi-- (heading only, not a selection)"
155,110032,Babarpur S.O - 110032 (North East Delhi)
156,110053,Bhajan Pura - 110053 (North East Delhi)
157,110093,Mandoli Saboli - 110093 (North East Delhi)
158,110093,Sunder Nagari - 110093 (North East Delhi)
159,110094,Dayalpur - 110094 (North East Delhi)
160,110094,Shaheed Bhagat Singh Colony - 110094 (North East Delhi)
161,,"--Area: North West Delhi-- (heading only, not a selection)"
162,110009,Mukherjee Nagar - 110009 (North West Delhi)
163,110009,G.T.B.Nagar - 110009 (North West Delhi)
164,110009,Gujranwala Colony - 110009 (North West Delhi)
